m_NEU_PS,sitt,48753,mitt,25198,ditt,9874,vårt,5654,ert,1725,vårat,22,erat,14,our,3,montys,2,edert,2,tuis,1,sarahs,1,saifs,1,rejmus,1,pladabs,1
m_SIN_PS,sin,112065,min,66164,sitt,48753,din,30238,mitt,25210,vår,10873,ditt,9874,vårt,5654,er,5004,ert,1725,någons,466,oves,257,jennys,249,alices,135,öns,115
m_UTR_PS,sin,112065,min,66164,din,30238,vår,10873,er,5122,någons,469,oves,253,jennys,220,alices,163,varsin,144,öns,116,mig,95,jimmys,59,mollys,51,våran,49
m_KOM_AB,mer,56577,längre,26897,senare,17596,tidigare,14671,vidare,13962,närmare,7681,mindre,7588,ytterligare,6638,bättre,3351,snarare,3132,hellre,2438,fortare,1015,oftare,807,mera,723,rättare,714
m_UTR_HP,vem,27794,vilken,1535,hurdan,101,fan,46,vadå,6,vafan,3,lale,3,yusef,2,munajev,2,härnäst,2,förhand,2,ers,2,zaid,1,visnic,1,vapnet,1
m_NEU_RG,ett,6874,åttiotvå,2,sextiotre,2,åttioett,1,sjuttiofyra,1,sextiotvå,1,sextioett,1,noll,1,nittioett,1,fyrtiosju,1,fyrtioett,1,-,0,-,0,-,0,-,0
m_SIN_RG,ett,6874,en,5553,nittiofem,3,åttiotvå,2,åttitre,1,åttiosex,1,åttioett,1,tanzie,1,sjuttiofyra,1,sextiotvå,1,sextiotre,1,sextiofem,1,rivsår,1,max,1,fyrtiosju,1
m_IND_RG,ett,6874,en,5553,nittiofem,3,åttiotvå,2,sextiotre,2,åttitre,1,åttiosex,1,åttioett,1,tanzie,1,sjuttiofyra,1,sextiotvå,1,sextiofem,1,rivsår,1,max,1,fyrtiosju,1
m_SMS_NN,dags,210,för-,91,in-,76,pek-,47,röd-,46,barn-,42,platt-tv,41,far-,37,blå-,37,berg-,36,svart-,35,mat-,35,mor-,32,upp-,31,höj-,28
m_UTR_HD,vilken,9438,vem,72,hurdan,13,vart,1,varenda,1,neas,1,nancys,1,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0
m_SIN_HD,vilken,9438,vilket,5258,vart,97,vem,72,hurdan,13,vad,3,varenda,1,neas,1,nancys,1,-,0,-,0,-,0,-,0,-,0,-,0
m_IND_HD,vilken,9438,vilket,5258,vilka,4476,vart,97,vem,72,hurdan,13,vad,3,varenda,1,neas,1,nancys,1,keffa,1,-,0,-,0,-,0,-,0
m_NEU_HD,vilket,5258,vart,96,vad,3,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0
m_AN_NN,mm,1118,dr,768,m,334,x,318,gram,208,ms,171,lumi,162,nr,128,st,101,mhm,95,kg,90,mi,86,g,76,kr,74,t,73
m_UTR/NEU_HD,vilka,4476,keffa,1,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0
m_PLU_HD,vilka,4476,keffa,1,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0
m_KON_VB,vore,7211,vare,206,finge,29,tack,20,hvad,6,vadå,4,bleve,3,tjena,2,ock,2,jävla,2,ack,2,aber,2,var…,1,säg,1,nåde,1
m_MAS_PC,okände,25,ökände,16,framlidne,15,ingift,2,tjugosjunde,1,nyanlände,1,förtöjd,1,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0
m_GEN_JJ,andres,205,dödes,119,fredrikas,89,änglas,70,lottas,67,gamles,59,vuxnas,49,fyras,49,palmcronas,48,mirandas,48,levandes,46,rikas,30,enes,30,likaledes,29,vänsterhäntas,27
m_DEF_HS,vars,2961,vems,555,varsin,40,vilkas,32,ers,3,ursulas,2,tilias,2,ruthies,2,reggies,2,pirjos,2,medelst,2,kripos,2,gitis,2,gatsbys,2,gabys,2
m_MAS_PN,denne,794,densamme,23,karln,7,vi…,1,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0
m_PRS_JJ,föregående,288,gapande,53,glittrande,45,övertygande,37,tvivlande,35,nedåtgående,34,ömmande,31,lutande,31,vindlande,26,bullrande,24,surrande,23,förbryllande,21,gripande,19,intetsägande,16,huttrande,14
m_UTR/NEU_HP,vilka,3856,varsin,1,onni,1,djebe,1,danilos,1,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0
m_PLU_HP,vilka,3856,onni,1,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0
m_UTR_RG,en,5553,nittiofem,3,åttitre,1,åttiosex,1,tanzie,1,sextiofem,1,rivsår,1,max,1,fyrtiosex,1,femtiosju,1,-,0,-,0,-,0,-,0,-,0
m_PRF_JJ,tryggt,64,naken,14,okänt,13,sprucken,11,rostat,11,ansträngt,11,sorgset,10,andfådd,10,tvungna,8,pressad,8,nöjt,7,knäppt,7,förtjust,7,vuxen,6,vaken,6
m_OBJ_PS,er,275,mig,78,henne,17,sej,2,mej,2,dej,2,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0
m_PRF_VB,tvungen,91,vänd,12,inlåst,3,fråntagen,2,tänd,1,snärjd,1,snedda,1,själasörjd,1,osåld,1,oskadd,1,nuddat,1,nerfrusen,1,lutad,1,liknade,1,lagd,1
m_UTR/NEU_VB,tvingade,1,talade,1,retade,1,mörkrädda,1,liknade,1,kastade,1,inbegripna,1,hörda,1,avsläppta,1,-,0,-,0,-,0,-,0,-,0,-,0
m_PLU_VB,talade,1,mörkrädda,1,liknade,1,kastade,1,avsläppta,1,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0
m_IND/DEF_VB,tvingade,1,talade,1,mörkrädda,1,kastade,1,hörda,1,avsläppta,1,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0
m_NOM_VB,desperat,2,tvungen,1,talade,1,liknade,1,kastade,1,kallade,1,infekterat,1,hyfsat,1,fråntagen,1,erbjudna,1,avsläppta,1,ammat,1,-,0,-,0,-,0
m_DEF_RO,andra,79,näst,52,tjugoförsta,7,tjugosjunde,3,igår,3,förste,2,tjugosjätte,1,store,1,hundrade,1,-,0,-,0,-,0,-,0,-,0,-,0
m_AN_VB,be,15,see,10,fuck,4,cerca,4,an,3,sälj,2,ring,2,mais,2,hej,2,skip,1,jfr,1,hoh,1,hjälpa,1,gotta,1,fo,1
m_POS_HA,fort,671,paff,1,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0
m_SMS_PM,sara-ida,12,kriget-utan-slut,8,kråk-berit,6,neger-joe,5,maskin-jocke,5,in-centret,5,upplands-väsby,4,sung-min,4,shadbagh-e-nau,4,morgon-tv,4,bält-bron,4,teknik-benny,3,rödåkra-hemleby,3,kingston-upon-thames,3,häagen-dazs,3
m_POS_PC,spända,17,tvungna,16,förtjust,11,vaken,6,intagnas,6,insjunkna,5,bar,5,upplysta,4,tända,4,sistone,4,sedd,4,oäkta,4,gyllene,4,döendes,4,sovandes,3
m_SMS_RG,redhead07,12,två-tre,8,två-,5,tre-,5,fem-sex,3,fem-,3,en-,3,p4-,1,m41,1,ett-,1,-,0,-,0,-,0,-,0,-,0
m_-_JJ,svart-vita,4,post-it,4,ylva-lis,2,v-a-r-j-e,2,upp-a-puppa-upp-upp-upplös,2,un-der-bar,2,tyst-­blyga,2,tv-presentatör’-,2,tio-tolv,2,syd-,2,gamli-la-li-la,2,fjäll-städs,2,anting-en,2,åtta-tio,1,walk-in,1
m_SMS_JJ,svart-vita,2,post-it,2,åtta-tio,1,ylva-lis,1,v-a-r-j-e,1,upp-a-puppa-upp-upp-upplös,1,upp-,1,un-der-bar,1,tyst-­blyga,1,tv-presentatör’-,1,tio-tolv,1,sju-,1,gamli-la-li-la,1,fjäll-städs,1,fan-tas-tiskt,1
m_UTR/NEU_RO,andra,78,näst,45,igår,36,tjugoförsta,8,hundrade,3,tjugosjunde,2,uppfäst,1,ulme,1,såta,1,stilla,1,sextiotre,1,sanna,1,råge,1,fyrtiofyra,1,funna,1
m_IND_UO,business,7,cottages,5,the,3,tack,3,spiders,3,voyant,2,twinings,2,five,2,ultimate,1,treue,1,tja,1,tin,1,there’ll,1,terminal,1,stands,1
m_UTR_VB,tvungen,45,vänd,9,gift,3,låst,2,inlåst,2,desperat,2,välsminkad,1,upptäckt,1,tänd,1,tryckt,1,själasörjd,1,oskadd,1,omfamnad,1,nerfrusen,1,misstänkt,1
m_POS_RO,igår,74,näst,66,andra,36,hes,3,van,2,varlig,1,tv-fri,1,topsys,1,tjugosjätte,1,tjugosjunde,1,tjugoförsta,1,stilla,1,senig,1,schytt,1,sanna,1
m_IND/DEF_RO,igår,23,andra,7,förste,3,send,2,näst,2,connys,2,uppfäst,1,ulme,1,stilla,1,sanna,1,råge,1,femtionio,1,amals,1,-,0,-,0
m_GEN_PC,älskades,30,anställdas,21,tilltalades,17,intagnas,15,inblandades,11,allierades,11,troendes,6,sovandes,6,döendes,6,prostituerades,4,enchiladas,4,överordnades,3,utvaldas,3,tagetes,3,sägandes,3
m_AN_JJ,sankt,82,kungl,7,fil,5,sos,4,p4,4,st,3,ms,3,m4,3,vol,2,t,2,storebro,2,grev,2,xvi,1,wisby,1,tisdag,1
