id,isbn,title,all_authors,author_gender,publisher,publication_date,format,category,all_narrators,narrator_gender,hb_year,hb_pos,pb_year,pb_pos,str_year,str_pos
SvB_BS_246,9789188261441,Toner i natten,Jojo Moyes,F,Printz Publishing,2016-12-22,bestseller,OTHER,Gunilla Leining,F,2016,18,2017,3,2017,15
SvB_BS_247,9789176790090,Kvinnan på tåget,Paula Hawkins,F,Norstedts,2015-04-02,bestseller,CRIME,Angela Kovács,F,no,no,2016,1,no,no
SvB_BS_248,9789176791264,Det lilla bageriet på strandpromenaden,Jenny Colgan,F,Norstedts,2016-06-09,bestseller,OTHER,Kerstin Andersson,F,no,no,2016,11,no,no
SvB_BS_249,9789113073828,Mannen som sökte sin skugga,David Lagercrantz,M,Norstedts,2017-09-07,bestseller,CRIME,Stefan Sauk,M,2017,1,no,no,2017,2
SvB_BS_250,9789176515846,Begynnelse,Dan Brown,M,Bonnier Audio,2017-10-30,bestseller,CRIME,Niklas Falk,M,2017,3,2018,17,no,no
SvB_BS_251,9789176513439,Häxan,Camilla Läckberg,F,Bonnier Audio,2017-04-07,bestseller,CRIME,Katarina Ewerlöf,F,2017,4,2018,13,2017,1
SvB_BS_252,9789113080055,Det förlorade barnet,Elena Ferrante,F,Norstedts,2017-06-15,bestseller,PRESTIGE,Odile Nunes,F,2017,6,no,no,no,no
SvB_BS_253,9789113077536,"Den som stannar, den som går",Elena Ferrante,F,Norstedts,2017-01-18,bestseller,OTHER,Odile Nunes,F,2017,11,no,no,no,no
SvB_BS_254,9789176514580,Top dogg,Jens Lapidus,M,Bonnier Audio,2017-06-01,bestseller,CRIME,Jonas Malmsjö,M,2017,12,no,no,2017,12
SvB_BS_255,9789176513613,Törst,Jo Nesbø,M,Bonnier Audio,2017-03-21,bestseller,CRIME,Jonas Malmsjö,M,2017,13,no,no,2017,10
SvB_BS_256,9789176518366,Never let me go,Kazuo Ishiguro,M,Bonnier Audio,2017-11-03,bestseller,PRESTIGE,Anna Maria Käll,F,2017,17,no,no,no,no
SvB_BS_257,9789176511336,Det förlovade landet,Mari Jungstedt,F,Bonnier Audio,2017-05-12,bestseller,CRIME,Katarina Ewerlöf,F,2017,18,2018,9,2017,9
SvB_BS_258,9789176514665,Selfies,Jussi Adler-Olsen,M,Bonnier Audio,2017-04-25,bestseller,CRIME,Stefan Sauk,M,2017,20,no,no,2017,3
SvB_BS_259,9789176790823,Sommar på strandpromenaden,Jenny Colgan,F,Norstedts,2016-06-16,bestseller,OTHER,Kerstin Andersson,F,no,no,2017,4,no,no
SvB_BS_260,9789176792506,Jul i det lilla bageriet på strandpromenaden,Jenny Colgan,F,Norstedts,2016-12-01,bestseller,OTHER,Kerstin Andersson,F,no,no,2017,15,no,no
SvB_BS_261,9789176515815,Lazarus,Lars Kepler,2,Bonnier Audio,2018-10-19,bestseller,CRIME,Jonas Malmsjö,M,2018,1,no,no,2018,1
SvB_BS_262,9789113088907,Till minne av en villkorslös kärlek,Jonas Gardell,M,Norstedts,2018-08-24,bestseller,OTHER,Jonas Gardell,M,2018,4,no,no,no,no
SvB_BS_263,9789188745569,Bränn alla mina brev,Alex Schulman,M,Stockholm Text,2018-12-04,bestseller,OTHER,Alex Schulman,M,2018,5,2019,8,2019,13
SvB_BS_264,9789164233981,De som dödar drömmar sover aldrig,Jan Guillou,M,Piratförlaget,2018-11-01,bestseller,OTHER,Tomas Bolme,M,2018,6,no,no,no,no
SvB_BS_265,9789177710400,En andra chans,Jojo Moyes,F,Printz Publishing,2018-07-31,bestseller,OTHER,Gunilla Leining,F,2018,8,2019,5,2018,17
SvB_BS_266,9789176518670,Ett mörker mitt ibland oss,Mari Jungstedt,F,Bonnier Audio,2018-06-01,bestseller,CRIME,Katarina Ewerlöf,F,2018,9,2019,6,2018,5
SvB_BS_267,9789176518663,I fel sällskap,Viveca Sten,F,Bonnier Audio,2018-05-09,bestseller,CRIME,Katarina Ewerlöf,F,2018,10,no,no,no,no
SvB_BS_268,9789188545596,Syndabocken,Sofie Sarenbrant,F,Stockholm Text,2018-05-21,bestseller,CRIME,Katarina Ewerlöf,F,2018,12,2019,10,2018,2
SvB_BS_269,9789113070919,En högre rättvisa,"Hans Rosenfeldt, Michael Hjorth",M,Norstedts,2018-11-01,bestseller,CRIME,Niklas Falk,M,2018,14,no,no,2018,15
SvB_BS_270,9789176518892,De vänsterhäntas förening,Håkan Nesser,M,Bonnier Audio,2018-07-27,bestseller,CRIME,Reine Brynolfsson,M,2018,15,2019,16,no,no
SvB_BS_271,9789164233929,Tre timmar,Anders Roslund,M,Piratförlaget,2018-05-31,bestseller,CRIME,Thomas Hanzon,M,2018,17,2019,18,no,no
SvB_BS_273,9789176519899,1793,Niklas Natt och Dag,M,Bonnier Audio,2018-03-27,bestseller,CRIME,Martin Wallström,M,no,no,2018,2,no,no
SvB_BS_274,9789176793251,Den lilla bokhandeln runt hörnet,Jenny Colgan,F,Norstedts,2017-06-22,bestseller,OTHER,Kerstin Andersson,F,no,no,2018,4,no,no
SvB_BS_275,9789176518922,Silvervägen,Stina Jackson,F,Bonnier Audio,2018-05-22,bestseller,CRIME,Marie Richardson,F,no,no,2018,5,2019,9
SvB_BS_276,9789176517451,Bara ett barn,Malin Persson Giolito,F,Bonnier Audio,2017-12-05,bestseller,CRIME,Anja Lundqvist,F,no,no,2018,6,no,no
SvB_BS_277,9789177710011,Ensam i Paris (och andra historier),Jojo Moyes,F,Printz Publishing,2017-12-13,bestseller,OTHER,Gunilla Leining,F,no,no,2018,8,no,no
SvB_BS_278,9789176515983,Husdjuret,Camilla Grebe,F,Bonnier Audio,2017-09-14,bestseller,CRIME,Katarina Ewerlöf,F,no,no,2018,10,no,no
SvB_BS_279,9789177990840,Den tyska flickan,Armando Lucas Correa,M,Louise Bäckelin Förlag,2020-02-05,bestseller,OTHER,Anna Maria Käll,F,no,no,2018,11,no,no
SvB_BS_280,9789177618683,Strandcaféet,Lucy Diamond,F,Storyside,2017-08-24,bestseller,OTHER,Gabriella Boris,F,no,no,2018,12,no,no
SvB_BS_281,9789176519448,Kvinnan i fönstret,A.J. Finn,M,Bonnier Audio,2018-04-10,bestseller,CRIME,Angela Kovács,F,no,no,2018,14,no,no
SvB_BS_282,9789188545954,Blodlokan,Louise Boije af Gennäs,F,Stockholm Text,2018-01-16,bestseller,CRIME,Louise Boije af Gennäs,F,no,no,2018,15,no,no
SvB_BS_283,9789164233592,Syndafloder,Kristina Ohlsson,F,Piratförlaget,2017-03-09,bestseller,CRIME,Mirja Turestedt,F,no,no,2018,18,2018,20
SvB_BS_285,9789176334423,Pappas pojke,Emelie Schepp,F,HarperCollins Nordic,2017-08-21,bestseller,CRIME,Gunilla Leining,F,no,no,2018,20,2017,8
SvB_BS_286,9789113073873,Hon som måste dö,David Lagercrantz,M,Norstedts,2019-08-22,bestseller,CRIME,Stefan Sauk,M,2019,1,no,no,2019,1
SvB_BS_287,9789178270903,En bur av guld,Camilla Läckberg,F,Bonnier Audio,2019-04-11,bestseller,CRIME,Mirja Turestedt,F,2019,3,2020,6,2019,8
SvB_BS_288,9789178273980,1794,Niklas Natt och Dag,M,Bonnier Audio,2019-09-18,bestseller,CRIME,Martin Wallström,M,2019,4,no,no,no,no
SvB_BS_289,9789164234186,Den andra dödssynden,Jan Guillou,M,Piratförlaget,2019-08-29,bestseller,OTHER,Tomas Bolme,M,2019,5,no,no,no,no
SvB_BS_290,9789178272150,Jag ser dig,Mari Jungstedt,F,Bonnier Audio,2019-06-04,bestseller,CRIME,Katarina Ewerlöf,F,2019,7,2020,8,no,no
SvB_BS_291,9789178272235,Kniv,Jo Nesbø,M,Bonnier Audio,2019-06-26,bestseller,CRIME,Jonas Malmsjö,M,2019,8,2020,12,no,no
SvB_BS_292,9789176335208,Broder Jakob,Emelie Schepp,F,HarperCollins Nordic,2019-03-21,bestseller,CRIME,Gunilla Leining,F,2019,10,2020,18,2019,4
SvB_BS_293,9789178275366,Löparna,Olga Tokarczuk,F,Bonnier Audio,2019-11-29,bestseller,PRESTIGE,Anna Maria Käll,F,2019,11,no,no,no,no
SvB_BS_294,9789177711964,Bergens stjärnor,Jojo Moyes,F,Printz Publishing,2019-10-07,bestseller,OTHER,Gunilla Leining,F,2019,12,2020,7,no,no
SvB_BS_295,9789188859181,Skamvrån,Sofie Sarenbrant,F,Stockholm Text,2019-05-20,bestseller,CRIME,Katarina Ewerlöf,F,2019,13,2020,4,2019,2
SvB_BS_296,9789178271009,Folk med ångest,Fredrik Backman,M,Bonnier Audio,2019-04-25,bestseller,OTHER,Anna Maria Käll,F,2019,14,no,no,no,no
SvB_BS_297,9789178274284,I hemlighet begravd,Viveca Sten,F,Bonnier Audio,2019-10-21,bestseller,CRIME,Katarina Ewerlöf,F,2019,16,no,no,2019,20
SvB_BS_298,9789164233950,Hundraettåringen som tänkte att han tänkte för mycket,Jonas Jonasson,M,Piratförlaget,2018-10-15,bestseller,OTHER,Magnus Roosmann,M,2018,17,no,no,no,no
SvB_BS_299,9789178272372,Jamåhonleva,Anders Roslund,M,Bonnier Audio,2019-07-19,bestseller,CRIME,Thomas Hanzon,M,2019,18,2020,11,no,no
SvB_BS_300,9789177950998,Jag for ner till bror,Karin Smirnoff,F,Bokförlaget Polaris,2018-10-22,bestseller,PRESTIGE,Lo Kauppi,F,no,no,2019,2,no,no
SvB_BS_301,9789178270002,En helt vanlig familj,Mattias Edvardsson,M,Bonnier Audio,2018-06-20,bestseller,CRIME,"Johanna Lazcano, Magnus Roosmann, Rebecka Hemse",2,no,no,2019,4,2018,13
SvB_BS_302,9789177490401,Bokhandeln på Riverside Drive,Frida Skybäck,F,Modern Audio,2018-07-18,bestseller,OTHER,Janna Eriksson,F,no,no,2019,11,no,no
SvB_BS_303,9789188107916,Tatueraren i Auschwitz,Heather Morris,F,Bokförlaget NoNa,2018-12-11,bestseller,OTHER,Viktoria Flodström,F,no,no,2019,12,no,no
SvB_BS_304,9789176795682,Sommar på den lilla ön i havet,Jenny Colgan,F,Norstedts,2018-05-12,bestseller,OTHER,Kerstin Andersson,F,no,no,2019,13,no,no
SvB_BS_305,9789188745071,Det som göms i snö,Carin Gerhardsen,F,Stockholm Text,2018-09-25,bestseller,CRIME,Stefan Sauk,M,no,no,2019,15,2018,20
SvB_BS_306,9789178270170,Motiv X,Stefan Ahnhem,M,Bonnier Audio,2018-09-19,bestseller,CRIME,Magnus Roosmann,M,no,no,2019,17,no,no
SvB_BS_307,9789127159693,Arv och miljö,Vigdis Hjorth,F,Natur & Kultur,2018-12-21,bestseller,PRESTIGE,Gunilla Leining,F,no,no,2019,19,no,no
SvB_BS_308,9789113088181,På egen hand,Marian Keyes,M,Norstedts,2018-08-03,bestseller,OTHER,Emma Peters,F,no,no,2019,20,no,no
SvB_BS_309,9789100185282,Spegelmannen,Lars Kepler,2,Bonnier Audio,2020-10-21,bestseller,CRIME,Jonas Malmsjö,M,2020,1,na,na,2020,4
SvB_BS_310,9789178275625,Där kräftorna sjunger,Delia Owens,F,Bonnier Audio,2020-04-29,bestseller,OTHER,Anna Maria Käll,F,2020,2,na,na,2020,2
SvB_BS_311,9789100186487,Samlade verk,Lydia Sandgren,F,Bonnier Audio,2020-05-13,bestseller,PRESTIGE,Ludvig Josephson,M,2020,3,na,na,no,no
SvB_BS_312,9789137156248,Vingar av silver,Camilla Läckberg,F,Bonnier Audio,2020-05-13,bestseller,CRIME,Mirja Turestedt,F,2020,4,na,na,2020,3
SvB_BS_313,9789164234391,Slutet på historien,Jan Guillou,M,Piratförlaget,2020-08-24,bestseller,OTHER,Tomas Bolme,M,2020,5,na,na,no,no
SvB_BS_314,9789100185954,Överlevarna,Alex Schulman,M,Bonnier Audio,2020-09-04,bestseller,OTHER,Alex Schulman,M,2020,6,na,na,no,no
SvB_BS_315,9789177952442,Sen for jag hem,Karin Smirnoff,F,Bokförlaget Polaris,2020-04-28,bestseller,OTHER,Lo Kauppi,F,2020,7,na,na,no,no
SvB_BS_316,9789189007499,Mytomanen,Sofie Sarenbrant,F,Stockholm Text,2020-05-25,bestseller,CRIME,Katarina Ewerlöf,F,2020,9,na,na,2020,1
SvB_BS_317,9789113109305,Vargasommar,Hans Rosenfeldt,M,Norstedts,2020-09-24,bestseller,CRIME,Lo Kauppi,F,2020,10,na,na,no,no
SvB_BS_318,9789177953135,Renegater,Klas Östergren,M,Bokförlaget Polaris,2020-09-10,bestseller,PRESTIGE,Klas Östergren,M,2020,13,na,na,no,no
SvB_BS_319,9789180060622,Solsystern : Electras bok,Lucinda Riley,F,Bazar Förlag,2020-10-28,bestseller,OTHER,Gunilla Leining,F,2020,15,na,na,no,no
SvB_BS_320,9789100184230,Innan molnen kommer,Mari Jungstedt,F,Bonnier Audio,2020-06-01,bestseller,CRIME,Katarina Ewerlöf,F,2020,16,na,na,2020,5
SvB_BS_321,9789127168916,Jag ser allt du gör,Annika Norlin,F,Weyler Förlag,2020-04-17,bestseller,PRESTIGE,Olof Wretling,M,2020,17,na,na,no,no
SvB_BS_323,9789189057326,Månsystern : Tiggys bok,Lucinda Riley,F,BZR Publishing AB,2020-01-27,bestseller,OTHER,Gunilla Leining,F,2020,19,na,na,no,no
SvB_BS_324,9789177190615,Nio liv,Emelie Schepp,F,HarperCollins Nordic,2020-11-05,bestseller,CRIME,Gunilla Leining,F,2020,20,na,na,2020,8
SvB_BS_325,9789113098081,Testamente,Nina Wähä,F,Norstedts,2019-06-26,bestseller,PRESTIGE,Nina Wähä,F,no,no,2020,2,no,no
SvB_BS_326,9789177951483,Vi for upp med mor,Karin Smirnoff,F,Bokförlaget Polaris,2019-05-02,bestseller,OTHER,Lo Kauppi,F,no,no,2020,3,no,no
SvB_BS_327,9789113089645,Tillbaka till den lilla ön i havet,Jenny Colgan,F,Norstedts,2019-04-04,bestseller,OTHER,Kerstin Andersson,F,no,no,2020,9,no,no
SvB_BS_328,9789113093925,Det sista livet,"Peter Mohlin, Peter Nyström",M,Norstedts,2020-04-02,bestseller,CRIME,Reine Brynolfsson,M,no,no,2020,10,no,no
SvB_BS_329,9789178272440,Krokodilväktaren,Katrine Engberg,F,Bonnier Audio,2019-06-11,bestseller,CRIME,Katarina Ewerlöf,F,no,no,2020,13,no,no
SvB_BS_330,9789177991724,Bokcirkeln vid världens ände,Frida Skybäck,F,Louise Bäckelin Förlag,2020-02-05,bestseller,OTHER,Gunilla Leining,F,no,no,2020,14,no,no
SvB_BS_331,9789189007338,Råttkungen,Pascal Engman,M,Stockholm Text,2019-10-16,bestseller,CRIME,Stefan Sauk,M,no,no,2020,16,no,no
SvB_BS_332,9789178274017,Normala människor,Sally Rooney,F,Bonnier Audio,2019-09-20,bestseller,PRESTIGE,Ellen Jelinek,F,no,no,2020,17,no,no
SvB_BS_333,9789178272303,Det första chiffret,Denise Rudberg,F,Bonnier Audio,2019-05-13,bestseller,OTHER,Anna Maria Käll,F,no,no,2020,19,no,no
SvB_BS_334,9789113098968,Julafton på den lilla ön i havet,Jenny Colgan,F,Norstedts,2019-10-24,bestseller,OTHER,Irene Lindh,F,no,no,2020,20,no,no
